DATE,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
19790411,0.0423,-0.9025,0.3781,0.0821,-0.3169,0.0357
19790412,0.0423,-0.2418,0.3169,0.2919,-0.2061,-0.0493
19790416,0.0423,-0.8684,-0.0638,-0.0272,0.1777,-0.1163
19790417,0.0423,-0.0853,-0.1657,0.275,0.1285,-0.0427
19790418,0.0423,0.486,0.3719,-0.0791,0.3414,-0.09
19790419,0.0423,-0.3816,0.4152,0.0674,-0.0415,-0.2119
19790420,0.0423,0.007,0.0744,-0.0554,0.0537,-0.0467
19790423,0.0423,0.2914,-0.1142,-0.1919,0.1226,0.2648
19790424,0.0423,0.5164,0.1539,-0.1316,0.2375,0.0848
19790425,0.0423,0.3232,0.178,0.3348,0.4317,-0.091
19790426,0.0423,-0.4776,0.2772,0.1013,0.1654,-0.0254
19790427,0.0423,-0.2488,0.1765,-0.1611,-0.3638,-0.3032
19790430,0.0423,-0.0673,-0.0899,0.0399,0.0985,0.0652
19790501,0.037,-0.0184,0.3221,-0.1462,0.0429,0.0777
19790502,0.037,0.048,0.2526,-0.0937,0.0908,0.123
19790503,0.037,0.0169,-0.0335,0.207,0.2286,0.1725
19790504,0.037,-0.9668,0.0005,0.3502,-0.0397,-0.1227
19790507,0.037,-1.8158,-0.855,0.2118,-0.2226,0.2423
19790508,0.037,-0.0227,-0.5954,-0.2165,0.0385,0.1477
19790509,0.037,0.3266,0.2305,0.0378,0.0635,-0.1998
19790510,0.037,-0.8926,-0.0123,-0.3076,-0.4866,0.0594
19790511,0.037,0.1184,0.0882,-0.0679,-0.0542,-0.0328
19790514,0.037,-0.484,0.0755,0.1369,0.2004,-0.0397
19790515,0.037,0.0668,0.0707,0.2397,-0.0512,0.1201
19790516,0.037,0.2201,-0.2643,0.3126,-0.028,0.1782
19790517,0.037,1.4705,-0.3985,0.2239,0.085,0.391
19790518,0.037,0.0823,0.3451,-0.2906,0.1428,-0.0306
19790521,0.037,0.2952,0.3211,-0.0741,0.1414,-0.1146
19790522,0.037,0.4629,-0.0139,-0.0533,-0.0184,0.0482
19790523,0.037,-0.3908,0.4365,-0.3208,-0.1026,-0.312
19790524,0.037,0.1338,0.2572,-0.2475,-0.2292,-0.1257
19790525,0.037,0.2902,0.2611,-0.0787,0.1332,-0.0049
19790529,0.037,-0.1746,0.0898,-0.0681,-0.0922,0.0866
19790530,0.037,-0.9385,-0.0181,0.1124,-0.2145,-0.0874
19790531,0.037,0.0109,-0.0764,-0.0347,-0.2366,-0.1905
19790601,0.0373,0.1017,0.227,-0.0844,-0.037,0.0349
19790604,0.0373,0.1845,-0.1103,0.2335,0.0676,0.0475
19790605,0.0373,1.1769,-0.1767,-0.1055,0.3383,0.1635
19790606,0.0373,0.6631,-0.0797,-0.147,-0.0647,-0.2489
19790607,0.0373,0.5683,-0.0401,-0.0931,0.0074,-0.4431
19790608,0.0373,-0.1979,0.2716,-0.2735,-0.119,-0.19
19790611,0.0373,0.2633,0.2082,0.3016,-0.0985,0.1077
19790612,0.0373,0.8968,-0.1408,-0.279,-0.1483,-0.3717
19790613,0.0373,-0.354,0.3145,-0.0564,-0.5471,-0.6504
19790614,0.0373,-0.1898,0.1138,0.3476,-0.2809,-0.0645
19790615,0.0373,0.0489,0.1198,-0.1339,-0.2182,-0.036
19790618,0.0373,-0.5713,0.1682,0.0675,0.0916,0.0082
19790619,0.0373,0.0233,-0.1255,0.0416,0.0879,0.0961
19790620,0.0373,0.1435,0.2292,0.0055,-0.0874,0.012
19790621,0.0373,0.3948,-0.0295,-0.2483,0.093,0.1337
19790622,0.0373,0.4442,-0.0876,-0.0651,0.0556,-0.0467
19790625,0.0373,-0.5184,-0.1184,0.0892,0.1677,0.1586
19790626,0.0373,-0.4364,0.0792,0.0376,-0.3806,-0.1666
19790627,0.0373,0.5618,-0.1623,-0.5335,0.2345,-0.076
19790628,0.0373,0.5456,0.0441,0.0778,0.0654,0.0072
19790629,0.0373,0.0227,0.1325,-0.0383,-0.2539,-0.1326
19790702,0.0399,-0.9122,-0.0423,0.4212,0.0119,0.1145
19790703,0.0399,0.137,0.0824,0.14,0.2457,0.0863
19790705,0.0399,0.3687,0.1709,0.0155,0.2525,-0.0689
19790706,0.0399,1.0406,-0.2016,0.2164,0.5535,0.0013
19790709,0.0399,0.772,-0.304,0.038,0.2741,0.0796
19790710,0.0399,-0.3155,0.0983,0.1112,-0.2974,-0.1583
19790711,0.0399,-0.6003,0.5276,0.002,-0.2102,-0.3567
19790712,0.0399,-0.7635,0.5788,0.1424,-0.2453,-0.3026
19790713,0.0399,-0.3404,-0.0258,0.0416,-0.1199,-0.3639
19790716,0.0399,0.4042,-0.1047,0.0836,0.3026,0.0087
19790717,0.0399,-0.9695,-0.0356,0.357,0.157,0.3027
19790718,0.0399,-0.2929,-0.3302,-0.1664,-0.2838,-0.0609
19790719,0.0399,-0.0157,0.5202,-0.0061,-0.1746,-0.1364
19790720,0.0399,0.2449,-0.1231,0.0645,-0.1757,-0.1213
19790723,0.0399,-0.2932,0.0167,-0.2192,-0.0087,-0.0596
19790724,0.0399,0.3037,-0.1053,0.2301,0.0523,0.1981
19790725,0.0399,1.0489,-0.2509,0.02,0.1144,0.1839
19790726,0.0399,0.1098,0.391,-0.3852,-0.0764,-0.1796
19790727,0.0399,0.128,0.3076,-0.01,0.0605,-0.1849
19790730,0.0399,0.1235,0.1658,-0.4435,0.0203,0.1494
19790731,0.0399,0.5892,0.0526,-0.1337,0.2399,0.1614
19790801,0.0325,0.3496,0.2392,0.1136,0.0556,-0.2551
19790802,0.0325,0.053,0.3665,-0.4531,0.1786,-0.1711
19790803,0.0325,-0.08,-0.086,0.1277,0.0752,-0.1349
19790806,0.0325,0.1993,-0.209,-0.0104,0.0227,0.1496
19790807,0.0325,1.1733,-0.3734,-0.1058,0.6438,0.1014
19790808,0.0325,0.3269,-0.057,-0.144,0.0844,-0.1988
19790809,0.0325,-0.2857,0.4312,-0.0526,0.0582,-0.0964
19790810,0.0325,0.8057,-0.0094,-0.3902,0.1301,-0.0534
19790813,0.0325,0.8587,-0.0786,-0.3374,0.4403,-0.0419
19790814,0.0325,0.149,0.2931,0.3444,0.0973,0.2158
19790815,0.0325,0.6888,0.1534,-0.0625,0.2501,0.0625
19790816,0.0325,-0.1952,-0.0992,0.1796,-0.1114,-0.0332
19790817,0.0325,0.2454,-0.0623,0.1341,0.1701,0.3635
19790820,0.0325,0.4813,-0.2177,0.0256,0.1663,0.2445
19790821,0.0325,0.0168,0.1106,0.2323,0.3069,-0.0325
19790822,0.0325,0.1545,0.2322,0.2413,0.0684,0.0356
19790823,0.0325,-0.2796,0.2767,-0.06,-0.2465,-0.2913
19790824,0.0325,-0.0031,-0.2298,0.3472,-0.1695,0.1827
19790827,0.0325,0.5315,-0.2239,0.093,0.3298,0.2684
19790828,0.0325,-0.0965,0.2368,-0.1221,0.0635,-0.0889
19790829,0.0325,0.0089,0.3242,-0.1968,0.2328,-0.2026
19790830,0.0325,-0.0156,0.1839,-0.0512,-0.0579,-0.1525
19790831,0.0325,0.3124,0.357,-0.1396,0.0687,0.0788
19790904,0.0405,-1.6024,0.0996,0.1985,-0.4372,0.0364
19790905,0.0405,-1.2478,-0.8078,0.2149,-0.4138,0.2986
19790906,0.0405,0.4761,0.1947,-0.2522,0.2874,-0.0738
19790907,0.0405,0.7591,-0.1733,0.2491,0.2292,0.4894
19790910,0.0405,0.4769,0.117,0.1263,0.2805,0.4384
19790911,0.0405,-0.6763,0.2333,-0.1355,-0.1923,0.2839
19790912,0.0405,0.317,-0.0836,-0.2473,-0.174,-0.1635
19790913,0.0405,0.0378,0.3712,-0.3412,0.1531,0.026
19790914,0.0405,0.9144,0.0003,-0.3747,0.2929,0.0755
19790917,0.0405,-0.1051,-0.0125,-0.0177,0.3035,0.302
19790918,0.0405,-0.757,0.0699,0.0596,-0.0995,0.2324
19790919,0.0405,0.2162,0.0493,-0.1666,-0.1379,0.0256
19790920,0.0405,1.6769,-1.0829,0.2327,0.5463,1.0633
19790921,0.0405,-0.048,0.1883,-0.1941,0.083,-0.409
19790924,0.0405,-0.7893,0.133,0.1021,0.2243,-0.0652
19790925,0.0405,0.0113,-0.2188,-0.2497,-0.2238,-0.0411
19790926,0.0405,0.2196,0.248,0.0542,0.0644,-0.0065
19790927,0.0405,0.1066,0.0437,0.1899,0.2053,0.2353
19790928,0.0405,-0.6822,0.5298,0.4777,-0.131,0.1361
19791001,0.0416,-0.5866,0.3093,-0.1228,-0.1759,0.2492
19791002,0.0416,0.7784,-0.0799,-0.172,0.2018,0.2696
19791003,0.0416,0.1278,0.2078,-0.1287,0.0285,-0.1896
19791004,0.0416,0.5507,0.0995,-0.1249,-0.0364,0.0975
19791005,0.0416,0.8451,-0.1584,0.2141,0.4811,0.0278
19791008,0.0416,-1.2393,-0.238,0.2341,0.0424,0.151
19791009,0.0416,-3.4429,-1.5366,0.0415,-0.7307,0.338
19791010,0.0416,-1.9258,-2.2805,-0.2153,-0.2752,0.4079
19791011,0.0416,-0.0221,0.6282,0.1483,0.0927,-0.4561
19791012,0.0416,-0.3138,0.7442,0.1902,-0.0538,-0.175
19791015,0.0416,-1.2346,-0.555,-0.017,-0.4367,0.4271
19791016,0.0416,-0.2096,-0.0384,0.215,0.1597,-0.0979
19791017,0.0416,0.296,0.1783,-0.0355,0.2761,-0.1652
19791018,0.0416,0.1779,0.0343,0.4167,0.2754,0.0643
19791019,0.0416,-2.0961,-0.0467,0.1502,-0.2734,0.3391
19791022,0.0416,-1.4306,-1.7924,-0.2015,-0.0874,0.1427
19791023,0.0416,-0.3744,0.0699,-0.2055,0.5344,0.3262
19791024,0.0416,0.2085,0.2809,0.0378,0.4237,0.1162
19791025,0.0416,-0.3457,0.3131,0.0591,-0.0738,-0.0909
19791026,0.0416,0.6386,0.2066,-0.5745,-0.3414,-0.2999
19791029,0.0416,0.1569,0.0342,-0.0392,0.15,0.1235
19791030,0.0416,1.7625,-0.3569,-0.2298,0.8827,0.1599
19791031,0.0416,-0.6242,0.5731,0.2593,0,0.0143
19791101,0.0468,0.7888,-0.1085,-0.2311,0.057,0.1005
19791102,0.0468,0.1708,0.2667,0.1803,0.1581,-0.0288
19791105,0.0468,-0.6778,0.1293,-0.0186,0.2557,0.2729
19791106,0.0468,-0.6088,0.1112,0.0111,0.1347,0.1491
19791107,0.0468,-1.2392,0.037,0.1569,-0.1948,0.1435
19791108,0.0468,0.5255,-0.0489,-0.556,-0.1608,-0.1623
19791109,0.0468,1.2354,-0.1289,-0.2379,0.1675,-0.1041
19791112,0.0468,1.7101,-0.7115,-0.0554,0.6975,0.5252
19791113,0.0468,-0.3565,0.3698,0.1384,0.0391,-0.0419
19791114,0.0468,0.3674,0.0761,-0.581,0.0211,-0.0928
19791115,0.0468,0.7364,0.1763,-0.2801,0.283,0.0731
19791116,0.0468,-0.1838,-0.0899,0.1557,0.0096,-0.0027
19791119,0.0468,0.4065,0.0093,0.0432,0.3503,0.1777
19791120,0.0468,-0.479,0.327,0.3182,0.2527,0.1902
19791121,0.0468,0.0834,-0.3901,-0.4648,-0.3813,-0.1247
19791123,0.0468,0.7563,0.0402,-0.2073,0.3179,-0.0166
19791126,0.0468,2.1151,-0.1211,-0.5109,0.1411,-0.4625
19791127,0.0468,-0.1916,0.8802,0.0198,-0.1721,-0.6951
19791128,0.0468,0.4094,0.3944,-0.1674,-0.073,-0.2916
19791129,0.0468,0.0673,0.4565,-0.12,0.2445,-0.066
19791130,0.0468,-0.494,0.3751,0.0279,0.0492,0.0674
19791203,0.0508,-0.3047,0.1128,0.1696,0.3345,0.1958
19791204,0.0508,0.8225,-0.2871,-0.229,0.3092,0.1637
19791205,0.0508,0.4923,0.1941,-0.435,-0.1332,-0.0494
19791206,0.0508,0.686,0.3159,-0.4402,-0.2026,-0.1077
19791207,0.0508,-0.3518,0.5753,-0.1018,-0.2965,-0.3113
19791210,0.0508,0.224,-0.0411,-0.2402,-0.0351,-0.0583
19791211,0.0508,-0.2276,0.1985,0.3385,0.5332,0.1135
19791212,0.0508,0.0608,0.4329,-0.187,-0.0402,0.084
19791213,0.0508,0.1314,0.0831,-0.3546,0.142,-0.1428
19791214,0.0508,1.0475,-0.2628,0.0813,0.3854,0.3586
19791217,0.0508,0.4379,0.3392,0.0355,0.6635,0.2156
19791218,0.0508,-0.9271,0.3706,0.3419,0.0206,-0.0827
19791219,0.0508,-0.1392,-0.0355,-0.1419,-0.4176,-0.3171
19791220,0.0508,0.1265,0.4719,-0.1676,-0.2174,-0.1563
19791221,0.0508,-0.6148,0.5535,-0.1923,-0.0195,-0.0379
19791224,0.0508,0.0364,0.1342,0.2448,-0.2677,-0.0958
19791226,0.0508,0.0883,0.0139,0.1683,0.0257,0.1408
19791227,0.0508,0.0662,0.188,-0.0705,0.2108,-0.0216
19791228,0.0508,0.0233,0.3361,-0.2059,-0.1276,-0.1385
19791231,0.0508,0.0448,0.2173,0.2834,0.4274,-0.0043
19800102,0.0361,-2.0449,0.1481,0.8112,-0.7002,-0.1372
19800103,0.0361,-0.7274,-0.8901,-0.0352,-0.5611,-0.3526
19800104,0.0361,1.3149,0.7254,-0.5511,0.3718,-0.6295
19800107,0.0361,0.389,0.3768,0.0544,0.0322,0.0041
19800108,0.0361,1.9256,-0.3752,-0.1868,-0.2527,-0.0747
19800109,0.0361,0.111,0.6435,-0.4545,0.1003,-0.016
19800110,0.0361,0.8542,0.3769,-0.0805,-0.1922,0.0874
19800111,0.0361,0.198,0.2396,0.0844,0.3019,-0.175
19800114,0.0361,0.3405,0.4354,0.9656,0.3832,-0.0165
19800115,0.0361,0.5408,-0.1233,0.156,0.1625,0.402
19800116,0.0361,0.0411,0.2617,0.0153,-0.2922,0.1855
19800117,0.0361,-0.2808,0.4696,0.4986,0.1106,0.2135
19800118,0.0361,0.2242,-0.0295,-0.2567,-0.2188,0.1857
19800121,0.0361,0.8483,-0.4089,-0.033,0.0272,0.3204
19800122,0.0361,-0.592,-0.1582,-0.1168,0.1921,0.0281
19800123,0.0361,1.4971,-0.6441,-0.0706,0.4522,0.4319
19800124,0.0361,0.251,0.155,-0.0934,0.672,-0.094
19800125,0.0361,-0.0325,0.1956,-0.1199,0.1202,-0.1561
19800128,0.0361,0.9984,-0.4566,-0.239,0.7807,0.2485
19800129,0.0361,-0.6505,-0.0963,0.0534,-0.2057,-0.2007
19800130,0.0361,0.9376,-0.3177,0.3574,0.4067,-0.0531
19800131,0.0361,-0.721,0.3516,0.3531,-0.0251,0.1171
19800201,0.053,0.6527,-0.3438,0.3892,0.402,0.1568
19800204,0.053,-0.4641,0.309,0.2432,0.0239,-0.0338
19800205,0.053,0.1992,-0.0395,-0.0942,-0.271,-0.091
19800206,0.053,0.8262,-0.6163,0.4324,0.214,0.7389
19800207,0.053,0.4251,0.0175,0.2835,0.5924,0.4055
19800208,0.053,1.2409,-0.5598,0.6348,0.63,0.3653
19800211,0.053,-0.7251,0.0386,-0.0217,-0.0415,0.1287
19800212,0.053,0.5735,-0.3001,-0.1227,0.2924,0.3818
19800213,0.053,0.2617,-0.2153,-0.2007,0.1262,-0.3485
19800214,0.053,-1.4357,0.5782,0.1111,-0.2447,-0.1232
19800215,0.053,-0.9336,0.349,-0.0172,-0.378,-0.0649
19800219,0.053,-0.8013,0.0863,-0.0804,0.1397,0.178
19800220,0.053,1.4,-0.6189,0.4971,0.8932,0.7756
19800221,0.053,-0.9378,0.3212,0.0141,0.209,0.2509
19800222,0.053,-0.4067,-0.5176,-0.0837,0.2416,0.6108
19800225,0.053,-1.4212,0.242,0.1351,0.3096,-0.0244
19800226,0.053,0.5485,-0.4267,-0.0157,-0.1777,0.4358
19800227,0.053,-1.2503,0.6174,-0.0958,-0.0525,-0.0996
19800228,0.053,-0.0378,-0.0365,-0.0789,-0.1958,0.139
19800229,0.053,0.9628,-0.5979,-0.375,-0.3373,-0.2584
19800303,0.0569,-0.9402,0.1477,-0.017,0.2725,0.1048
19800304,0.0569,-0.0822,-0.8068,0.4518,0.5291,0.7451
19800305,0.0569,-1.5855,-0.0416,0.1499,0.1697,0.4055
19800306,0.0569,-2.4196,-0.4259,-0.2328,-0.4572,-0.5608
19800307,0.0569,-1.7255,-0.2352,-0.5726,-1.0046,-1.0538
19800310,0.0569,-0.7556,-1.6182,0.5055,-0.6499,0.429
19800311,0.0569,1.2082,-0.2087,-0.1095,-0.1836,0.0201
19800312,0.0569,-0.6962,0.5255,-0.2931,0.34,-0.21
19800313,0.0569,-1.022,0.5661,0.0381,-0.7379,-0.6588
19800314,0.0569,-0.3418,-0.2736,0.0107,-0.5484,-0.2764
19800317,0.0569,-3.1981,-0.3895,0.2034,-1.2344,-0.4023
19800318,0.0569,1.3172,-1.7687,0.526,0.7263,0.8647
19800319,0.0569,0.3576,0.287,-0.2347,0.5779,0.1239
19800320,0.0569,-1.0538,0.8311,-0.2045,-0.3739,-0.2963
19800321,0.0569,-0.7667,0.0785,0.4406,-0.0785,0.0367
19800324,0.0569,-3.1312,-0.3701,0.0934,-0.3236,-0.0528
19800325,0.0569,-0.55,-1.49,-0.0082,0.2788,-0.027
19800326,0.0569,-0.5406,-0.0892,-0.0006,-0.045,-0.5618
19800327,0.0569,-1.8487,-4.9796,0.5794,0.224,1.8698
19800328,0.0569,2.932,2.3117,-0.8839,0.7755,-1.6957
19800331,0.0569,1.466,0.2954,0.0432,0.149,0.0328
19800401,0.0609,0.3225,0.8366,-0.2986,0.0377,0.0196
19800402,0.0609,0.8349,0.4824,-0.3973,-0.2758,-0.2893
19800403,0.0609,-0.4184,0.2919,0.2402,-0.2035,-0.231
19800407,0.0609,-2.0718,-0.2173,0.0518,-0.6913,-0.201
19800408,0.0609,0.9309,-0.4863,-0.5655,-0.1267,-0.065
19800409,0.0609,1.8047,-0.4863,0.6116,1.119,1.1558
19800410,0.0609,0.8574,0.5981,-0.0252,-0.2028,-0.4198
19800411,0.0609,-0.1102,0.5673,0.1285,-0.4113,-0.0067
19800414,0.0609,-1.0352,0.1391,0.0919,-0.1952,0.2196
19800415,0.0609,-0.2303,-0.1848,0.0187,-0.3509,0.2329
19800416,0.0609,-1.0803,0.4385,0.8128,-0.672,-0.1019
19800417,0.0609,-0.5446,-0.305,0.056,-0.5536,-0.0492
19800418,0.0609,-0.4117,0.1899,0.1943,-0.0649,-0.1407
19800421,0.0609,-0.8889,-0.3703,0.6134,0.4628,0.3794
19800422,0.0609,3.4004,-0.4418,-0.6349,1.3167,0.4973
19800423,0.0609,0.3483,0.4603,-0.1611,0.2496,0.089
19800424,0.0609,0.8066,0.4428,-0.2928,0.1835,-0.315
19800425,0.0609,0.4677,-0.8326,0.3221,0.6997,0.5746
19800428,0.0609,0.3938,0.0198,0.1114,-0.0925,-0.1114
19800429,0.0609,0.2894,0.1429,0.0473,0.1032,0.1686
19800430,0.0609,0.2931,0.021,0.2277,-0.0868,0.0486
19800501,0.0374,-0.6541,0.1441,-0.1089,-0.5986,-0.2918
19800502,0.0374,0.1535,-0.017,-0.0389,-0.5362,-0.3222
19800505,0.0374,0.7656,-0.1965,0.042,-0.0371,0.3014
19800506,0.0374,0.1424,0.3746,-0.2237,0.1378,0.3823
19800507,0.0374,0.8708,-0.026,0.2377,-0.4988,-0.4301
19800508,0.0374,-0.7065,0.6199,0.0297,-0.7579,-0.7064
19800509,0.0374,-1.1776,0.7792,0.2039,-0.4046,-0.3988
19800512,0.0374,-0.0216,0.0038,0.0064,-0.4159,-0.483
19800513,0.0374,1.1918,-0.4105,0.159,0.2245,0.1563
19800514,0.0374,0.6537,0.3478,-0.5022,0.2303,-0.2913
19800515,0.0374,0.1981,0.1791,-0.7461,-0.2227,-0.1334
19800516,0.0374,0.3841,0.2428,-0.0007,0.3921,0.3165
19800519,0.0374,0.2455,0.0651,0.091,0.5592,0.3955
19800520,0.0374,-0.0777,0.0616,0.1382,-0.081,0.0133
19800521,0.0374,0.0654,-0.0197,-0.0832,0.1198,-0.0024
19800522,0.0374,1.2129,-0.2679,-0.182,0.5331,0.0392
19800523,0.0374,1.4504,-0.3442,-0.0771,0.1323,-0.127
19800527,0.0374,0.6565,-0.1611,0.1438,0.4922,0.3028
19800528,0.0374,0.6135,-0.3784,-0.1785,0.3286,0.5462
19800529,0.0374,-1.4678,0.5718,-0.0752,-0.6347,-0.2708
19800530,0.0374,0.6975,-0.2585,-0.0801,0.2047,0.28
19800602,0.03,-0.252,0.3235,0.0274,0.6675,0.3277
19800603,0.03,-0.2074,0.4256,0.0605,0.5387,0.1306
19800604,0.03,1.691,-0.5707,-0.4069,0.5603,0.1703
19800605,0.03,0.2072,0.294,-0.1382,-0.0148,-0.2511
19800606,0.03,0.4039,0.2624,-0.0096,0.4486,0.3784
19800609,0.03,0.3719,-0.0688,0.0425,0.8497,0.5795
19800610,0.03,0.8028,-0.3807,0.0039,0.4415,0.2509
19800611,0.03,1.0746,-0.6306,-0.1903,0.7814,0.358
19800612,0.03,-0.2486,-0.0398,-0.2144,-0.534,-0.4488
19800613,0.03,0.2912,0.2899,-0.2552,-0.7118,-0.5387
19800616,0.03,0.1726,-0.1575,-0.0038,-0.1151,0.2686
19800617,0.03,0.0311,0.2375,0.0945,0.2795,-0.009
19800618,0.03,0.1501,-0.2303,0.5122,0.1761,0.3044
19800619,0.03,-1.2701,0.6193,0.2122,-0.2084,-0.0507
19800620,0.03,-0.4175,0.1876,0.0702,-0.5199,-0.4359
19800623,0.03,0.3876,0.035,0.1447,0.3634,0.2065
19800624,0.03,0.5757,-0.2222,-0.5183,0.0824,0.0817
19800625,0.03,1.2102,-0.2614,-0.3911,0.5295,-0.043
19800626,0.03,-0.3583,0.2188,-0.0627,-0.1243,-0.0336
19800627,0.03,-0.1186,0.3895,-0.1748,0.1368,-0.254
19800630,0.03,-1.4618,0.4591,0.0167,-0.553,-0.1042
19800701,0.0239,0.547,-0.1635,-0.0933,0.3123,0.2149
19800702,0.0239,0.6588,0.1437,0.0961,0.3421,0.2291
19800703,0.0239,1.3876,-0.1534,-0.2167,0.1481,-0.144
19800707,0.0239,0.7595,0.224,-0.3757,0.4007,0.0308
19800708,0.0239,-0.2989,0.2073,0.4751,-0.1804,-0.3123
19800709,0.0239,0.1321,-0.0093,-0.1712,-0.691,-0.8494
19800710,0.0239,-0.748,0.8959,-0.1444,-0.5382,-0.3258
19800711,0.0239,0.704,0.2667,-0.082,0.5585,0.2472
19800714,0.0239,1.7239,-0.1067,-0.2413,0.2991,-0.1913
19800715,0.0239,-0.463,0.4414,-0.1334,-0.5968,-0.4084
19800716,0.0239,0.2132,0.483,-0.4153,0.149,0.1964
19800717,0.0239,1.412,-0.3112,-0.4688,0.5332,0.1849
19800718,0.0239,0.3302,-0.0196,-0.2494,-0.2168,-0.4337
19800721,0.0239,0.3423,-0.0632,-0.0749,0.4175,0.2144
19800722,0.0239,-0.2571,0.1072,-0.081,0.2797,0.4082
19800723,0.0239,-0.1619,0.2257,0.0353,0.3894,0.091
19800724,0.0239,-0.1141,0.3914,0.0529,0.0853,0.0186
19800725,0.0239,-0.7579,0.1746,-0.1033,-0.4375,0.1472
19800728,0.0239,0.4327,-0.307,0.1623,0.0744,-0.0835
19800729,0.0239,0.7651,0.0326,-0.2492,-0.4144,-0.7364
19800730,0.0239,0.0747,0.7097,-0.2405,-0.8548,-1.2231
19800731,0.0239,-0.3762,0.2466,0.4378,-0.4551,-0.2953
19800801,0.0284,-0.174,0.9509,0.1872,-0.1295,0.1169
19800804,0.0284,-0.3608,0.1739,0.2893,-0.1091,0.0823
19800805,0.0284,-0.016,0.5605,-0.1828,0.1184,0.1864
19800806,0.0284,0.6592,0.0422,-0.1769,0.0492,0.152
19800807,0.0284,1.4511,-0.5775,0.1286,0.2975,-0.1042
19800808,0.0284,0.2957,0.0224,-0.0924,-0.0766,-0.0864
19800811,0.0284,0.9096,0.169,-0.0401,0.6319,0.325
19800812,0.0284,-0.7368,0.353,0.0267,0.1581,0.0478
19800813,0.0284,-0.2835,0.5089,0.0103,-0.1659,-0.1955
19800814,0.0284,1.5036,-0.0398,0.0136,0.3897,-0.1745
19800815,0.0284,0.4007,-0.0596,0.3053,0.4582,-0.1326
19800818,0.0284,-1.7889,0.0139,0.0438,-0.1949,0.3518
19800819,0.0284,-0.6067,0.1498,0.5613,0.2092,0.1293
19800820,0.0284,0.9837,-0.026,-0.1496,0.5278,0.1244
19800821,0.0284,1.4777,0.3297,-0.525,0.3233,0.0844
19800822,0.0284,0.6015,0.3221,-0.4354,0.4218,0.1203
19800825,0.0284,-0.4987,0.3746,0.0886,0.3305,0.5461
19800826,0.0284,-0.1153,0.43,0.0773,0.2633,0.0874
19800827,0.0284,-0.9299,0.4955,0.1462,-0.2424,0.0073
19800828,0.0284,-1.1378,0.0019,0.0267,-0.4765,-0.0531
19800829,0.0284,0.2609,0.2764,0.1957,-0.2399,-0.2276
19800902,0.0412,0.9878,0.1827,0.1938,0.2418,-0.2674
19800903,0.0412,1.9193,-0.2702,-0.1319,0.5842,0.1927
19800904,0.0412,-0.3897,0.4609,-0.3335,-0.0802,-0.0664
19800905,0.0412,-0.3191,0.6643,0.0162,0.0968,0.0018
19800908,0.0412,-1.2266,0.5066,-0.348,-0.2172,-0.4286
19800909,0.0412,0.5372,-0.0218,0.2219,0.1151,0.0597
19800910,0.0412,0.6662,0.3547,0.0596,0.2367,-0.2748
19800911,0.0412,0.6721,0.367,-0.0086,0.6045,0.2186
19800912,0.0412,0.0698,0.5263,-0.1272,0.179,-0.1156
19800915,0.0412,0.0813,-0.0434,0.3935,0.2926,0.0876
19800916,0.0412,0.8973,0.0584,-0.5648,0.5172,0.0857
19800917,0.0412,1.491,-0.3452,0.0135,0.7296,0.0057
19800918,0.0412,-0.3424,0.2793,0.0268,0.0855,0.1081
19800919,0.0412,0.5649,0.3284,0.1481,0.2235,-0.5122
19800922,0.0412,0.7488,-0.6244,-0.5514,0.4607,0.5474
19800923,0.0412,-0.6824,-0.5172,0.0761,0.689,0.7416
19800924,0.0412,0.6039,-0.466,-0.0449,1.0358,0.9167
19800925,0.0412,-1.177,0.3584,0.1334,-0.2452,0.42
19800926,0.0412,-2.0149,-0.2587,-0.01,-0.6011,0.2133
19800929,0.0412,-2.4248,-0.6916,0.4039,-0.4921,0.5902
19800930,0.0412,1.4953,0.0535,-0.1018,0.6719,-0.2995
19801001,0.0386,1.3149,-0.5006,-0.5754,1.5346,1.3962
19801002,0.0386,0.7218,-0.0748,0.2065,0.7935,0.3262
19801003,0.0386,1.1169,0.2219,0.2419,0.3804,-0.4621
19801006,0.0386,1.7071,-0.089,-0.5535,0.4865,0.0306
19801007,0.0386,-0.4942,0.1126,-0.0143,0.4012,0.3228
19801008,0.0386,0.4862,0.0961,-0.169,0.1232,0.1878
19801009,0.0386,-0.3658,0.5503,-0.3084,-0.283,-0.0239
19801010,0.0386,-0.423,0.183,0.0131,-0.026,0.2575
19801013,0.0386,1.1264,-0.3124,0.1365,0.6778,0.6114
19801014,0.0386,0.0085,0.0482,0.1315,0.4239,0.1164
19801015,0.0386,1.1079,-0.6532,-0.1867,0.8167,0.7088
19801016,0.0386,-1.1914,0.3197,0.0326,-0.2381,0.192
19801017,0.0386,-0.5169,0.1005,0.3215,-0.3379,-0.1938
19801020,0.0386,0.6016,-0.4343,0.0933,0.5514,0.3588
19801021,0.0386,-0.6253,0.3315,-0.0909,0.2474,0.2909
19801022,0.0386,0.1695,0.3277,-0.2408,-0.4501,-0.6829
19801023,0.0386,-1.7896,0.4706,0.1262,-1.0792,-0.5211
19801024,0.0386,0.2548,-0.1241,0.295,-0.336,-0.4707
19801027,0.0386,-1.4045,0.4455,0.1492,-0.2489,0.0342
